Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-01-01 00:00:00-05:00,76.3499984741211,77.3499984741211,74.97000122070312,75.18000030517578,0,0,0
2008-02-01 00:00:00-05:00,75.2300033569336,77.04000091552734,73.55999755859375,73.70999908447266,0,0,0
2008-03-01 00:00:00-05:00,73.75,73.94999694824219,70.69999694824219,71.80000305175781,0,0,0
2008-04-01 00:00:00-04:00,71.87000274658203,73.11000061035156,71.19000244140625,72.51000213623047,0,0,0
2008-05-01 00:00:00-04:00,72.56999969482422,73.88999938964844,71.81999969482422,72.87999725341797,0,0,0
2008-06-01 00:00:00-04:00,72.87000274658203,74.30999755859375,72.04000091552734,72.45999908447266,0,0,0
2008-07-01 00:00:00-04:00,72.45999908447266,73.54000091552734,71.30999755859375,73.2300033569336,0,0,0
2008-08-01 00:00:00-04:00,73.22000122070312,77.62000274658203,73.19999694824219,77.37999725341797,0,0,0
2008-09-01 00:00:00-04:00,77.25,80.37999725341797,75.88999938964844,79.44999694824219,0,0,0
2008-10-01 00:00:00-04:00,79.20999908447266,87.87999725341797,78.94999694824219,85.62999725341797,0,0,0
2008-11-01 00:00:00-04:00,85.80999755859375,88.45999908447266,83.9000015258789,86.5199966430664,0,0,0
2008-12-01 00:00:00-05:00,86.43000030517578,87.69999694824219,77.69000244140625,81.30999755859375,0,0,0
2009-01-01 00:00:00-05:00,81.18000030517578,86.80999755859375,80.8499984741211,86.0,0,0,0
2009-02-01 00:00:00-05:00,86.05999755859375,88.48999786376953,84.45999908447266,88.01000213623047,0,0,0
2009-03-01 00:00:00-05:00,88.58000183105469,89.62000274658203,82.62999725341797,85.43000030517578,0,0,0
2009-04-01 00:00:00-04:00,85.61000061035156,86.87000274658203,83.7300033569336,84.61000061035156,0,0,0
2009-05-01 00:00:00-04:00,84.80999755859375,84.87000274658203,79.18000030517578,80.43000030517578,0,0,0
2009-06-01 00:00:00-04:00,79.19999694824219,81.47000122070312,78.33000183105469,80.12999725341797,0,0,0
2009-07-01 00:00:00-04:00,80.16000366210938,80.88999938964844,78.22000122070312,78.3499984741211,0,0,0
2009-08-01 00:00:00-04:00,78.19000244140625,79.51000213623047,77.43000030517578,78.16999816894531,0,0,0
2009-09-01 00:00:00-04:00,78.11000061035156,78.94000244140625,75.83000183105469,76.6500015258789,0,0,0
2009-10-01 00:00:00-04:00,76.6500015258789,77.47000122070312,74.94000244140625,76.30000305175781,0,0,0
2009-11-01 00:00:00-04:00,76.38999938964844,76.81999969482422,74.16999816894531,74.87999725341797,0,0,0
2009-12-01 00:00:00-05:00,74.70999908447266,78.44999694824219,74.2699966430664,77.86000061035156,0,0,0
2010-01-01 00:00:00-05:00,77.93000030517578,79.5,76.5999984741211,79.45999908447266,0,0,0
2010-02-01 00:00:00-05:00,79.43000030517578,81.33999633789062,78.68000030517578,80.36000061035156,0,0,0
2010-03-01 00:00:00-05:00,80.33000183105469,82.23999786376953,79.51000213623047,81.06999969482422,0,0,0
2010-04-01 00:00:00-04:00,81.04000091552734,82.70999908447266,80.02999877929688,81.87000274658203,0,0,0
2010-05-01 00:00:00-04:00,81.80000305175781,87.45999908447266,81.77999877929688,86.58999633789062,0,0,0
2010-06-01 00:00:00-04:00,86.58000183105469,88.70999908447266,85.08999633789062,86.0199966430664,0,0,0
2010-07-01 00:00:00-04:00,86.0999984741211,86.26000213623047,81.45999908447266,81.54000091552734,0,0,0
2010-08-01 00:00:00-04:00,81.5199966430664,83.55999755859375,80.08999633789062,83.19999694824219,0,0,0
2010-09-01 00:00:00-04:00,83.08999633789062,83.22000122070312,78.41000366210938,78.72000122070312,0,0,0
2010-10-01 00:00:00-04:00,78.80000305175781,78.83000183105469,76.13999938964844,77.2699966430664,0,0,0
2010-11-01 00:00:00-04:00,76.94999694824219,81.44000244140625,75.62999725341797,81.19999694824219,0,0,0
2010-12-01 00:00:00-05:00,81.26000213623047,81.36000061035156,78.77999877929688,79.02999877929688,0,0,0
2011-01-01 00:00:00-05:00,79.05999755859375,81.30999755859375,77.54000091552734,77.73999786376953,0,0,0
2011-02-01 00:00:00-05:00,77.61000061035156,78.87000274658203,76.76000213623047,76.88999938964844,0,0,0
2011-03-01 00:00:00-05:00,76.86000061035156,77.37999725341797,75.25,75.86000061035156,0,0,0
2011-04-01 00:00:00-04:00,76.05000305175781,76.61000061035156,72.83000183105469,72.93000030517578,0,0,0
2011-05-01 00:00:00-04:00,73.05999755859375,76.37000274658203,72.69999694824219,74.63999938964844,0,0,0
2011-06-01 00:00:00-04:00,74.44000244140625,76.0199966430664,73.51000213623047,74.30000305175781,0,0,0
2011-07-01 00:00:00-04:00,74.44000244140625,76.72000122070312,73.41999816894531,73.9000015258789,0,0,0
2011-08-01 00:00:00-04:00,73.91999816894531,75.41999816894531,73.44999694824219,74.12999725341797,0,0,0
2011-09-01 00:00:00-04:00,74.4800033569336,78.86000061035156,74.13999938964844,78.55000305175781,0,0,0
2011-10-01 00:00:00-04:00,78.93000030517578,79.83000183105469,74.72000122070312,76.16999816894531,0,0,0
2011-11-01 00:00:00-04:00,76.55000305175781,79.69999694824219,74.9800033569336,78.38999938964844,0,0,0
2011-12-01 00:00:00-05:00,78.37000274658203,80.8499984741211,77.91999816894531,80.16999816894531,0,0,0
2012-01-01 00:00:00-05:00,80.2300033569336,81.77999877929688,78.73999786376953,79.27999877929688,0,0,0
2012-02-01 00:00:00-05:00,79.30999755859375,80.11000061035156,78.08999633789062,78.7300033569336,0,0,0
2012-03-01 00:00:00-05:00,78.7699966430664,80.7300033569336,78.08999633789062,78.93000030517578,0,0,0
2012-04-01 00:00:00-04:00,78.80999755859375,80.16999816894531,78.62999725341797,78.79000091552734,0,0,0
2012-05-01 00:00:00-04:00,78.77999877929688,83.20999908447266,78.5999984741211,83.04000091552734,0,0,0
2012-06-01 00:00:00-04:00,83.06999969482422,83.54000091552734,81.16000366210938,81.6500015258789,0,0,0
2012-07-01 00:00:00-04:00,81.63999938964844,84.0999984741211,81.51000213623047,82.63999938964844,0,0,0
2012-08-01 00:00:00-04:00,82.70999908447266,83.51000213623047,80.95999908447266,81.25,0,0,0
2012-09-01 00:00:00-04:00,81.23999786376953,81.66999816894531,78.5999984741211,79.94000244140625,0,0,0
2012-10-01 00:00:00-04:00,80.0,80.27999877929688,78.94000244140625,79.91999816894531,0,0,0
2012-11-01 00:00:00-04:00,79.94000244140625,81.45999908447266,79.66999816894531,80.1500015258789,0,0,0
2012-12-01 00:00:00-05:00,80.18000030517578,80.66000366210938,79.01000213623047,79.7699966430664,0,0,0
2013-01-01 00:00:00-05:00,79.75,80.87000274658203,79.12999725341797,79.20999908447266,0,0,0
2013-02-01 00:00:00-05:00,79.0999984741211,81.98999786376953,78.91999816894531,81.9800033569336,0,0,0
2013-03-01 00:00:00-05:00,81.91999816894531,83.30000305175781,81.47000122070312,82.98999786376953,0,0,0
2013-04-01 00:00:00-04:00,83.04000091552734,83.48999786376953,81.5999984741211,81.7300033569336,0,0,0
2013-05-01 00:00:00-04:00,81.70999908447266,84.5,81.33000183105469,83.37999725341797,0,0,0
2013-06-01 00:00:00-04:00,83.30999755859375,83.37999725341797,80.5,83.16999816894531,0,0,0
2013-07-01 00:00:00-04:00,83.19999694824219,84.75,81.41000366210938,81.44999694824219,0,0,0
2013-08-01 00:00:00-04:00,81.41000366210938,82.48999786376953,80.75,82.08999633789062,0,0,0
2013-09-01 00:00:00-04:00,82.0199966430664,82.66999816894531,80.02999877929688,80.22000122070312,0,0,0
2013-10-01 00:00:00-04:00,80.2699966430664,80.75,79.0,80.19999694824219,0,0,0
2013-11-01 00:00:00-04:00,80.2300033569336,81.4800033569336,80.2300033569336,80.68000030517578,0,0,0
2013-12-01 00:00:00-05:00,80.66000366210938,80.98999786376953,79.69000244140625,80.04000091552734,0,0,0
2014-01-01 00:00:00-05:00,80.13999938964844,81.38999938964844,80.08000183105469,81.2699966430664,0,0,0
2014-02-01 00:00:00-05:00,81.25,81.31999969482422,79.69000244140625,79.77999877929688,0,0,0
2014-03-01 00:00:00-05:00,79.9000015258789,80.3499984741211,79.2699966430664,80.0999984741211,0,0,0
2014-04-01 00:00:00-04:00,80.0999984741211,80.5999984741211,79.33000183105469,79.48999786376953,0,0,0
2014-05-01 00:00:00-04:00,79.51000213623047,80.58000183105469,78.91000366210938,80.37000274658203,0,0,0
2014-06-01 00:00:00-04:00,80.4000015258789,81.0199966430664,79.76000213623047,79.77999877929688,0,0,0
2014-07-01 00:00:00-04:00,79.79000091552734,81.56999969482422,79.73999786376953,81.45999908447266,0,0,0
2014-08-01 00:00:00-04:00,81.44999694824219,82.75,81.19000244140625,82.75,0,0,0
2014-09-01 00:00:00-04:00,82.76000213623047,86.22000122070312,82.75,85.94000244140625,0,0,0
2014-10-01 00:00:00-04:00,85.91000366210938,87.12999725341797,84.47000122070312,86.87999725341797,0,0,0
2014-11-01 00:00:00-04:00,87.08000183105469,88.44000244140625,86.87999725341797,88.36000061035156,0,0,0
2014-12-01 00:00:00-05:00,88.2300033569336,90.33000183105469,87.62999725341797,90.2699966430664,0,0,0
2015-01-01 00:00:00-05:00,90.36000061035156,95.4800033569336,90.33000183105469,94.80000305175781,23290000,0,0
2015-02-01 00:00:00-05:00,94.83999633789062,95.36000061035156,93.25,95.25,0,0,0
2015-03-01 00:00:00-05:00,95.26000213623047,100.38999938964844,95.05999755859375,98.36000061035156,0,0,0
2015-04-01 00:00:00-04:00,98.41999816894531,99.98999786376953,94.4000015258789,94.5999984741211,0,0,0
2015-05-01 00:00:00-04:00,94.83000183105469,97.77999877929688,93.12999725341797,96.91000366210938,0,0,0
2015-06-01 00:00:00-04:00,96.88999938964844,97.68000030517578,93.55999755859375,95.48999786376953,0,0,0
2015-07-01 00:00:00-04:00,95.5999984741211,98.1500015258789,95.44999694824219,97.37000274658203,0,0,0
2015-08-01 00:00:00-04:00,97.22000122070312,98.33000183105469,92.62000274658203,95.94999694824219,0,0,0
2015-09-01 00:00:00-04:00,95.93000030517578,96.69999694824219,94.05999755859375,96.3499984741211,0,0,0
2015-10-01 00:00:00-04:00,96.2699966430664,97.81999969482422,93.80999755859375,96.94999694824219,0,0,0
2015-11-01 00:00:00-04:00,96.91999816894531,100.30999755859375,96.63999938964844,100.16999816894531,0,0,0
2015-12-01 00:00:00-05:00,100.25,100.51000213623047,97.19000244140625,98.62999725341797,0,0,0
2016-01-01 00:00:00-05:00,98.69000244140625,99.83000183105469,98.05000305175781,99.61000061035156,0,0,0
2016-02-01 00:00:00-05:00,99.54000091552734,99.62999725341797,95.23999786376953,98.20999908447266,0,0,0
2016-03-01 00:00:00-05:00,98.18000030517578,98.58000183105469,94.31999969482422,94.58999633789062,0,0,0
2016-04-01 00:00:00-04:00,94.63999938964844,95.19999694824219,93.01000213623047,93.08000183105469,0,0,0
2016-05-01 00:00:00-04:00,93.0199966430664,95.88999938964844,91.91999816894531,95.88999938964844,0,0,0
2016-06-01 00:00:00-04:00,95.81999969482422,96.70999908447266,93.0199966430664,96.13999938964844,0,0,0
2016-07-01 00:00:00-04:00,95.88999938964844,97.56999969482422,95.33999633789062,95.52999877929688,0,0,0
2016-08-01 00:00:00-04:00,95.51000213623047,96.5199966430664,94.08000183105469,96.0199966430664,0,0,0
2016-09-01 00:00:00-04:00,95.98999786376953,96.33000183105469,94.47000122070312,95.45999908447266,0,0,0
2016-10-01 00:00:00-04:00,95.41999816894531,99.12000274658203,95.41999816894531,98.44999694824219,0,0,0
2016-11-01 00:00:00-04:00,98.38999938964844,101.91999816894531,95.88999938964844,101.5,0,0,0
2016-12-01 00:00:00-05:00,101.51000213623047,103.6500015258789,99.43000030517578,102.38999938964844,0,0,0
2017-01-01 00:00:00-05:00,102.37999725341797,103.81999969482422,99.43000030517578,99.51000213623047,0,0,0
2017-02-01 00:00:00-05:00,99.55999755859375,101.76000213623047,99.2300033569336,101.12000274658203,0,0,0
2017-03-01 00:00:00-05:00,101.44000244140625,102.26000213623047,98.86000061035156,100.3499984741211,0,0,0
2017-04-01 00:00:00-04:00,100.5,101.33999633789062,98.69999694824219,99.05000305175781,0,0,0
2017-05-01 00:00:00-04:00,98.93000030517578,99.88999938964844,96.80000305175781,96.91999816894531,0,0,0
2017-06-01 00:00:00-04:00,96.98999786376953,97.87000274658203,95.47000122070312,95.66000366210938,0,0,0
2017-07-01 00:00:00-04:00,95.62000274658203,96.51000213623047,92.77999877929688,92.86000061035156,0,0,0
2017-08-01 00:00:00-04:00,92.88999938964844,94.1500015258789,91.62000274658203,92.66999816894531,0,0,0
2017-09-01 00:00:00-04:00,92.61000061035156,93.66999816894531,91.01000213623047,93.08000183105469,0,0,0
2017-10-01 00:00:00-04:00,93.29000091552734,95.1500015258789,92.75,94.55000305175781,0,0,0
2017-11-01 00:00:00-04:00,94.55000305175781,95.1500015258789,92.5,93.01000213623047,0,0,0
2017-12-01 00:00:00-05:00,93.02999877929688,94.22000122070312,92.08000183105469,92.12000274658203,0,0,0
2018-01-01 00:00:00-05:00,92.23999786376953,92.63999938964844,88.44000244140625,89.12999725341797,0,0,0
2018-02-01 00:00:00-05:00,89.04000091552734,90.69999694824219,88.25,90.61000061035156,0,0,0
2018-03-01 00:00:00-05:00,90.66999816894531,90.93000030517578,88.94000244140625,89.97000122070312,0,0,0
2018-04-01 00:00:00-04:00,89.97000122070312,91.98999786376953,89.2300033569336,91.83999633789062,0,0,0
2018-05-01 00:00:00-04:00,91.80999755859375,95.02999877929688,91.80000305175781,93.98999786376953,0,0,0
2018-06-01 00:00:00-04:00,93.94999694824219,95.52999877929688,93.19000244140625,94.62999725341797,0,0,0
2018-07-01 00:00:00-04:00,94.62999725341797,95.6500015258789,93.70999908447266,94.48999786376953,0,0,0
2018-08-01 00:00:00-04:00,94.55999755859375,96.9800033569336,94.43000030517578,95.13999938964844,0,0,0
2018-09-01 00:00:00-04:00,95.19000244140625,95.73999786376953,93.80999755859375,95.19000244140625,0,0,0
2018-10-01 00:00:00-04:00,95.11000061035156,97.19999694824219,94.79000091552734,97.12999725341797,0,0,0
2018-11-01 00:00:00-04:00,97.08000183105469,97.69000244140625,95.68000030517578,97.2699966430664,0,0,0
2018-12-01 00:00:00-05:00,97.12999725341797,97.70999908447266,96.06999969482422,96.16999816894531,0,0,0
2019-01-01 00:00:00-05:00,96.13999938964844,96.95999908447266,95.02999877929688,95.58000183105469,0,0,0
2019-02-01 00:00:00-05:00,95.55000305175781,97.37000274658203,95.4000015258789,96.16000366210938,0,0,0
2019-03-01 00:00:00-05:00,96.22000122070312,97.70999908447266,95.73999786376953,97.27999877929688,0,0,0
2019-04-01 00:00:00-04:00,97.18000030517578,98.33000183105469,96.75,97.4800033569336,0,0,0
2019-05-01 00:00:00-04:00,97.52999877929688,98.37000274658203,97.02999877929688,97.75,0,0,0
2019-06-01 00:00:00-04:00,97.63999938964844,97.80000305175781,95.83999633789062,96.12999725341797,0,0,0
2019-07-01 00:00:00-04:00,96.25,98.68000030517578,96.25,98.5199966430664,0,0,0
2019-08-01 00:00:00-04:00,98.58999633789062,99.0199966430664,97.20999908447266,98.91999816894531,0,0,0
2019-09-01 00:00:00-04:00,98.83000183105469,99.45999908447266,97.86000061035156,99.37999725341797,0,0,0
2019-10-01 00:00:00-04:00,99.4000015258789,99.66999816894531,97.13999938964844,97.3499984741211,0,0,0
2019-11-01 00:00:00-04:00,97.30000305175781,98.54000091552734,97.11000061035156,98.2699966430664,0,0,0
2019-12-01 00:00:00-05:00,98.2699966430664,98.37999725341797,96.36000061035156,96.38999938964844,0,0,0
2020-01-01 00:00:00-05:00,96.4800033569336,98.19000244140625,96.43000030517578,97.38999938964844,0,0,0
2020-02-01 00:00:00-05:00,97.37000274658203,99.91000366210938,97.37000274658203,98.12999725341797,0,0,0
2020-03-01 00:00:00-05:00,98.08000183105469,102.98999786376953,94.6500015258789,99.05000305175781,0,0,0
2020-04-01 00:00:00-04:00,99.01000213623047,100.93000030517578,98.80999755859375,99.0199966430664,0,0,0
2020-05-01 00:00:00-04:00,99.12999725341797,100.55999755859375,97.94999694824219,98.33999633789062,0,0,0
2020-06-01 00:00:00-04:00,98.30000305175781,98.31999969482422,95.72000122070312,97.38999938964844,0,0,0
2020-07-01 00:00:00-04:00,97.38999938964844,97.62000274658203,92.55000305175781,93.48999786376953,0,0,0
2020-08-01 00:00:00-04:00,93.45999908447266,93.98999786376953,91.98999786376953,92.13999938964844,0,0,0
2020-09-01 00:00:00-04:00,92.18000030517578,94.73999786376953,91.75,93.88999938964844,0,0,0
2020-10-01 00:00:00-04:00,93.80000305175781,94.0999984741211,92.47000122070312,94.04000091552734,0,0,0
2020-11-01 00:00:00-04:00,93.88999938964844,94.30000305175781,91.51000213623047,91.87000274658203,0,0,0
2020-12-01 00:00:00-05:00,91.94999694824219,91.94999694824219,89.5199966430664,89.94000244140625,0,0,0
2021-01-01 00:00:00-05:00,89.93000030517578,90.87999725341797,89.20999908447266,90.58000183105469,0,0,0
2021-02-01 00:00:00-05:00,90.52999877929688,91.5999984741211,89.68000030517578,90.93000030517578,0,0,0
2021-03-01 00:00:00-05:00,90.93000030517578,93.44000244140625,90.62999725341797,93.2300033569336,0,0,0
2021-04-01 00:00:00-04:00,93.22000122070312,93.33999633789062,90.41999816894531,91.27999877929688,0,0,0
2021-05-01 00:00:00-04:00,91.30000305175781,91.44000244140625,89.54000091552734,89.83999633789062,0,0,0
2021-06-01 00:00:00-04:00,89.80999755859375,92.44999694824219,89.66000366210938,92.44000244140625,0,0,0
2021-07-01 00:00:00-04:00,92.3499984741211,93.19000244140625,91.77999877929688,92.16999816894531,0,0,0
2021-08-01 00:00:00-04:00,92.08999633789062,93.7300033569336,91.81999969482422,92.62999725341797,0,0,0
2021-09-01 00:00:00-04:00,92.66000366210938,94.5,91.94999694824219,94.25,0,0,0
2021-10-01 00:00:00-04:00,94.30999755859375,94.55999755859375,93.27999877929688,94.12000274658203,0,0,0
2021-11-01 00:00:00-04:00,94.12999725341797,96.94000244140625,93.81999969482422,95.98999786376953,0,0,0
2021-12-01 00:00:00-05:00,95.94000244140625,96.91000366210938,95.56999969482422,95.66999816894531,0,0,0
